kommune,locality,utm,N,E,date,month,year,site,stage,obs
Melhus,Fornes,32V,"7010704","565081",17.08.2023 15:32,august,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010724","565086",17.08.2023 15:36,august,"2023",Forn,stad3,"3"
Melhus,Fornes,32V,"7010724","565087",17.08.2023 15:37,august,"2023",Forn,stad3,"2"
Melhus,Fornes,32V,"7010727","565087",17.08.2023 15:40,august,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010728","565091",17.08.2023 15:44,august,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010725","565090",17.08.2023 15:44,august,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010733","565091",17.08.2023 15:48,august,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010736","565089",17.08.2023 15:49,august,"2023",Forn,stad3,"2"
Melhus,Fornes,32V,"7010738","565092",17.08.2023 15:52,august,"2023",Forn,stad3,"3"
Melhus,Fornes,32V,"7010746","565092",17.08.2023 15:55,august,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010748","565088",17.08.2023 15:58,august,"2023",Forn,stad3,"5"
Melhus,Fornes,32V,"7010721","565091",17.08.2023 16:01,august,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010742","565093",17.08.2023 16:02,august,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010751","565091",17.08.2023 16:04,august,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010753","565091",17.08.2023 16:04,august,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010755","565092",17.08.2023 16:06,august,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010759","565090",17.08.2023 16:08,august,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010761","565088",17.08.2023 16:12,august,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010758","565085",17.08.2023 16:14,august,"2023",Forn,stad3,"2"
Melhus,Fornes,32V,"7010762","565081",17.08.2023 16:16,august,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010772","565085",17.08.2023 16:17,august,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010755","565083",17.08.2023 16:22,august,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010762","565079",17.08.2023 16:25,august,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010747","565075",17.08.2023 16:27,august,"2023",Forn,stad3,"2"
Melhus,Fornes,32V,"7010739","565072",17.08.2023 16:29,august,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010760","565069",17.08.2023 16:31,august,"2023",Forn,stad3,"2"
Melhus,Fornes,32V,"7010783","565060",17.08.2023 16:35,august,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010790","565060",17.08.2023 16:38,august,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010796","565055",17.08.2023 16:40,august,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010807","565048",17.08.2023 16:42,august,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010809","565050",17.08.2023 16:43,august,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010794","565060",17.08.2023 16:49,august,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010793","565062",17.08.2023 16:50,august,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010795","565060",17.08.2023 16:51,august,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010705","565079",31.08.2023 11:33,september,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010706","565083",31.08.2023 11:35,september,"2023",Forn,stad3,"4"
Melhus,Fornes,32V,"7010705","565086",31.08.2023 11:38,september,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010727","565088",31.08.2023 11:43,september,"2023",Forn,stad3,"2"
Melhus,Fornes,32V,"7010723","565090",31.08.2023 11:44,september,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010727","565091",31.08.2023 11:53,september,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010727","565086",31.08.2023 11:54,september,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010728","565091",31.08.2023 11:55,september,"2023",Forn,stad3,"2"
Melhus,Fornes,32V,"7010731","565093",31.08.2023 11:57,september,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010738","565094",31.08.2023 12:01,september,"2023",Forn,stad3,"2"
Melhus,Fornes,32V,"7010741","565094",31.08.2023 12:03,september,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010742","565093",31.08.2023 12:04,september,"2023",Forn,stad3,"2"
Melhus,Fornes,32V,"7010743","565098",31.08.2023 12:07,september,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010746","565093",31.08.2023 12:09,september,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010746","565091",31.08.2023 12:10,september,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010748","565091",31.08.2023 12:11,september,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010751","565094",31.08.2023 12:12,september,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010753","565094",31.08.2023 12:13,september,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010757","565089",31.08.2023 12:14,september,"2023",Forn,stad3,"2"
Melhus,Fornes,32V,"7010757","565092",31.08.2023 12:15,september,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010760","565094",31.08.2023 12:16,september,"2023",Forn,stad3,"2"
Melhus,Fornes,32V,"7010762","565091",31.08.2023 12:21,september,"2023",Forn,stad3,"4"
Melhus,Fornes,32V,"7010761","565093",31.08.2023 12:21,september,"2023",Forn,stad3,"2"
Melhus,Fornes,32V,"7010766","565092",31.08.2023 12:23,september,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010758","565088",31.08.2023 12:29,september,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010754","565080",31.08.2023 12:32,september,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010759","565080",31.08.2023 12:34,september,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010788","565061",31.08.2023 12:45,september,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010809","565051",31.08.2023 12:52,september,"2023",Forn,stad3,"2"
Melhus,Fornes,32V,"7010815","565048",31.08.2023 12:55,september,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010731","565097",31.08.2023 13:06,september,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010734","565098",31.08.2023 13:08,september,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010720","565094",31.08.2023 13:10,september,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010711","565072",25.08.2017,august,"2017",Forn,stad3,"2"
Melhus,Fornes,32V,"7010708","565063",25.08.2017,august,"2017",Forn,stad3,"3"
Melhus,Fornes,32V,"7010710","565059",05.09.2017,september,"2017",Forn,stad3,"1"
Melhus,Fornes,32V,"7010682","565054",23.05.2018,mai,"2018",Forn,stad3,"2"
Melhus,Fornes,32V,"7010706","565063",23.05.2018,mai,"2018",Forn,stad3,"1"
Melhus,Fornes,32V,"7010712","565059",23.05.2018,mai,"2018",Forn,stad3,"1"
Melhus,Fornes,32V,"7010710","565059",23.05.2018,mai,"2018",Forn,stad3,"1"
Melhus,Fornes,32V,"7010695","565068",18.06.2018,juni,"2018",Forn,stad3,"0"
Melhus,Fornes,32V,"7010706","565073",15.08.2018,august,"2018",Forn,stad3,"6"
Melhus,Fornes,32V,"7010720","565083",15.08.2018,august,"2018",Forn,stad3,"1"
Melhus,Fornes,32V,"7010726","565083",15.08.2018,august,"2018",Forn,stad3,"17"
Melhus,Fornes,32V,"7010733","565085",15.08.2018,august,"2018",Forn,stad3,"3"
Melhus,Fornes,32V,"7010735","565080",15.08.2018,august,"2018",Forn,stad3,"1"
Melhus,Fornes,32V,"7010742","565085",15.08.2018,august,"2018",Forn,stad3,"9"
Melhus,Fornes,32V,"7010741","565077",15.08.2018,august,"2018",Forn,stad3,"0"
Melhus,Fornes,32V,"7010745","565075",15.08.2018,august,"2018",Forn,stad3,"0"
Melhus,Fornes,32V,"7010710","565075",26.06.2019,juni,"2019",Forn,stad3,"15"
Melhus,Fornes,32V,"7010718","565082",26.06.2019,juni,"2019",Forn,stad3,"0"
Melhus,Fornes,32V,"7010729","565085",26.06.2019,juni,"2019",Forn,stad3,"26"
Melhus,Fornes,32V,"7010737","565086",26.06.2019,juni,"2019",Forn,stad3,"4"
Melhus,Fornes,32V,"7010737","565081",26.06.2019,juni,"2019",Forn,stad3,"7"
Melhus,Fornes,32V,"7010746","565085",26.06.2019,juni,"2019",Forn,stad3,"6"
Melhus,Fornes,32V,"7010759","565084",26.06.2019,juni,"2019",Forn,stad3,"1"
Melhus,Fornes,32V,"7010755","565074",26.06.2019,juni,"2019",Forn,stad3,"0"
Melhus,Fornes,32V,"7010752","565073",26.06.2019,juni,"2019",Forn,stad3,"0"
Melhus,Fornes,32V,"7010747","565072",26.06.2019,juni,"2019",Forn,stad3,"8"
Melhus,Fornes,32V,"7010745","565076",26.06.2019,juni,"2019",Forn,stad3,"9"
Melhus,Fornes,32V,"7010738","565069",26.06.2019,juni,"2019",Forn,stad3,"0"
Melhus,Fornes,32V,"7010724","565058",26.06.2019,juni,"2019",Forn,stad3,"1"
Melhus,Fornes,32V,"7010719","565063",26.06.2019,juni,"2019",Forn,stad3,"2"
Melhus,Fornes,32V,"7010689","565070",01.08.2019,august,"2019",Forn,stad3,"0"
Melhus,Fornes,32V,"7010695","565068",01.08.2019,august,"2019",Forn,stad3,"1"
Melhus,Fornes,32V,"7010704","565076",01.08.2019,august,"2019",Forn,stad3,"1"
Melhus,Fornes,32V,"7010708","565077",01.08.2019,august,"2019",Forn,stad3,"16"
Melhus,Fornes,32V,"7010714","565081",01.08.2019,august,"2019",Forn,stad3,"1"
Melhus,Fornes,32V,"7010716","565083",01.08.2019,august,"2019",Forn,stad3,"2"
Melhus,Fornes,32V,"7010723","565085",01.08.2019,august,"2019",Forn,stad3,"3"
Melhus,Fornes,32V,"7010727","565085",01.08.2019,august,"2019",Forn,stad3,"26"
Melhus,Fornes,32V,"7010733","565086",01.08.2019,august,"2019",Forn,stad3,"1"
Melhus,Fornes,32V,"7010745","565087",01.08.2019,august,"2019",Forn,stad3,"4"
Melhus,Fornes,32V,"7010756","565087",01.08.2019,august,"2019",Forn,stad3,"3"
Melhus,Fornes,32V,"7010754","565079",01.08.2019,august,"2019",Forn,stad3,"1"
Melhus,Fornes,32V,"7010751","565075",01.08.2019,august,"2019",Forn,stad3,"2"
Melhus,Fornes,32V,"7010743","565076",01.08.2019,august,"2019",Forn,stad3,"19"
Melhus,Fornes,32V,"7010743","565079",01.08.2019,august,"2019",Forn,stad3,"13"
Melhus,Fornes,32V,"7010695","565068",03.09.2019,september,"2019",Forn,stad3,"1"
Melhus,Fornes,32V,"7010704","565080",03.09.2019,september,"2019",Forn,stad3,"1"
Melhus,Fornes,32V,"7010707","565075",03.09.2019,september,"2019",Forn,stad3,"0"
Melhus,Fornes,32V,"7010727","565085",03.09.2019,september,"2019",Forn,stad3,"1"
Melhus,Fornes,32V,"7010749","565086",03.09.2019,september,"2019",Forn,stad3,"0"
Melhus,Fornes,32V,"7010757","565086",03.09.2019,september,"2019",Forn,stad3,"0"
Melhus,Fornes,32V,"7010711","565063",16.07.2020,juli,"2020",Forn,stad3,"1"
Melhus,Fornes,32V,"7010709","565073",16.07.2020,juli,"2020",Forn,stad3,"1"
Melhus,Fornes,32V,"7010731","565085",16.07.2020,juli,"2020",Forn,stad3,"3"
Melhus,Fornes,32V,"7010734","565086",16.07.2020,juli,"2020",Forn,stad3,"1"
Melhus,Fornes,32V,"7010746","565074",16.07.2020,juli,"2020",Forn,stad3,"1"
Melhus,Fornes,32 V,"7010722","565084",18.08.2020,august,"2020",Forn,stad3,"0"
Melhus,Fornes,32 V,"7010726","565085",18.08.2020,august,"2020",Forn,stad3,"3"
Melhus,Fornes,32 V,"7010742","565086",18.08.2020,august,"2020",Forn,stad3,"3"
Melhus,Fornes,32 V,"7010752","565083",18.08.2020,august,"2020",Forn,stad3,"0"
Melhus,Fornes,32 V,"7010755","565086",18.08.2020,august,"2020",Forn,stad3,"1"
Melhus,Fornes,32 V,"7010743","565074",18.08.2020,august,"2020",Forn,stad3,
Melhus,Fornes,32 V,"7010694","565071",02.09.2020,august,"2020",Forn,stad3,"0"
Melhus,Fornes,32 V,"7010722","565085",02.09.2020,august,"2020",Forn,stad3,"0"
Melhus,Fornes,32 V,"7010735","565090",02.09.2020,august,"2020",Forn,stad3,"1"
Melhus,Fornes,32 V,"7010753","565087",02.09.2020,august,"2020",Forn,stad3,"1"
Melhus,Fornes,32V,"7010703","565079",16.06.2021,juni,"2021",Forn,stad3,"1"
Melhus,Fornes,32V,"7010721","565083",16.06.2021,juni,"2021",Forn,stad3,"5"
Melhus,Fornes,32V,"7010726","565084",16.06.2021,juni,"2021",Forn,stad3,"4"
Melhus,Fornes,32V,"7010728","565084",16.06.2021,juni,"2021",Forn,stad3,"1"
Melhus,Fornes,32V,"7010744","565086",16.06.2021,juni,"2021",Forn,stad3,"1"
Melhus,Fornes,32V,"7010750","565080",16.06.2021,juni,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010757","565081",16.06.2021,juni,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010756","565085",16.06.2021,juni,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010760","565085",16.06.2021,juni,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010746","565074",16.06.2021,juni,"2021",Forn,stad3,"1"
Melhus,Fornes,32V,"7010693","565068",16.06.2021,juni,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010690","565050",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010688","565065",09.08.2021,august,"2021",Forn,stad3,"1"
Melhus,Fornes,32V,"7010691","565068",09.08.2021,august,"2021",Forn,stad3,"1"
Melhus,Fornes,32V,"7010694","565067",09.08.2021,august,"2021",Forn,stad3,"1"
Melhus,Fornes,32V,"7010704","565063",09.08.2021,august,"2021",Forn,stad3,"4"
Melhus,Fornes,32V,"7010709","565073",09.08.2021,august,"2021",Forn,stad3,"7"
Melhus,Fornes,32V,"7010710","565079",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010707","565081",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010702","565078",09.08.2021,august,"2021",Forn,stad3,"1"
Melhus,Fornes,32V,"7010697","565071",09.08.2021,august,"2021",Forn,stad3,"1"
Melhus,Fornes,32V,"7010704","565077",09.08.2021,august,"2021",Forn,stad3,"1"
Melhus,Fornes,32V,"7010706","565078",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010704","565073",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010714","565080",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010717","565082",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010720","565083",09.08.2021,august,"2021",Forn,stad3,"2"
Melhus,Fornes,32V,"7010720","565085",09.08.2021,august,"2021",Forn,stad3,"4"
Melhus,Fornes,32V,"7010724","565082",09.08.2021,august,"2021",Forn,stad3,"10"
Melhus,Fornes,32V,"7010725","565088",09.08.2021,august,"2021",Forn,stad3,"4"
Melhus,Fornes,32V,"7010726","565084",09.08.2021,august,"2021",Forn,stad3,"2"
Melhus,Fornes,32V,"7010728","565082",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010729","565086",09.08.2021,august,"2021",Forn,stad3,"4"
Melhus,Fornes,32V,"7010731","565086",09.08.2021,august,"2021",Forn,stad3,"1"
Melhus,Fornes,32V,"7010736","565087",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010735","565086",09.08.2021,august,"2021",Forn,stad3,"2"
Melhus,Fornes,32V,"7010742","565088",09.08.2021,august,"2021",Forn,stad3,"2"
Melhus,Fornes,32V,"7010746","565085",09.08.2021,august,"2021",Forn,stad3,"6"
Melhus,Fornes,32V,"7010751","565081",09.08.2021,august,"2021",Forn,stad3,"5"
Melhus,Fornes,32V,"7010754","565078",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010756","565077",09.08.2021,august,"2021",Forn,stad3,"1"
Melhus,Fornes,32V,"7010759","565077",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010760","565081",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010762","565081",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010759","565084",09.08.2021,august,"2021",Forn,stad3,"3"
Melhus,Fornes,32V,"7010755","565084",09.08.2021,august,"2021",Forn,stad3,"2"
Melhus,Fornes,32V,"7010757","565085",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010754","565083",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010771","565085",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010765","565083",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010769","565083",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010771","565086",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010765","565081",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010763","565080",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010758","565082",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010752","565077",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010749","565077",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010745","565075",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010740","565072",09.08.2021,august,"2021",Forn,stad3,"2"
Melhus,Fornes,32V,"7010738","565086",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010781","565065",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010794","565055",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010791","565060",09.08.2021,august,"2021",Forn,stad3,"0"
Melhus,Fornes,32V,"7010689","565069",30.06.2022,juni,"2022",Forn,stad3,"3"
Melhus,Fornes,32V,"7010694","565069",30.06.2022,juni,"2022",Forn,stad3,"3"
Melhus,Fornes,32V,"7010705","565079",30.06.2022,juni,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010704","565076",30.06.2022,juni,"2022",Forn,stad3,"0"
Melhus,Fornes,32V,"7010704","565082",30.06.2022,juni,"2022",Forn,stad3,"5"
Melhus,Fornes,32V,"7010702","565066",30.06.2022,juni,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010708","565075",30.06.2022,juni,"2022",Forn,stad3,"4"
Melhus,Fornes,32V,"7010713","565083",30.06.2022,juni,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010716","565083",30.06.2022,juni,"2022",Forn,stad3,"4"
Melhus,Fornes,32V,"7010718","565083",30.06.2022,juni,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010722","565087",30.06.2022,juni,"2022",Forn,stad3,"3"
Melhus,Fornes,32V,"7010724","565087",30.06.2022,juni,"2022",Forn,stad3,"5"
Melhus,Fornes,32V,"7010724","565084",30.06.2022,juni,"2022",Forn,stad3,"6"
Melhus,Fornes,32V,"7010723","565085",30.06.2022,juni,"2022",Forn,stad3,"15"
Melhus,Fornes,32V,"7010722","565083",30.06.2022,juni,"2022",Forn,stad3,"11"
Melhus,Fornes,32V,"7010724","565083",30.06.2022,juni,"2022",Forn,stad3,"15"
Melhus,Fornes,32V,"7010710","565085",30.06.2022,juni,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010727","565087",30.06.2022,juni,"2022",Forn,stad3,"0"
Melhus,Fornes,32V,"7010728","565087",30.06.2022,juni,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010727","565085",30.06.2022,juni,"2022",Forn,stad3,"4"
Melhus,Fornes,32V,"7010731","565088",30.06.2022,juni,"2022",Forn,stad3,"0"
Melhus,Fornes,32V,"7010733","565088",30.06.2022,juni,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010733","565090",30.06.2022,juni,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010735","565091",30.06.2022,juni,"2022",Forn,stad3,"11"
Melhus,Fornes,32V,"7010736","565090",30.06.2022,juni,"2022",Forn,stad3,"6"
Melhus,Fornes,32V,"7010737","565088",30.06.2022,juni,"2022",Forn,stad3,"2"
Melhus,Fornes,32V,"7010735","565088",30.06.2022,juni,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010738","565088",30.06.2022,juni,"2022",Forn,stad3,"2"
Melhus,Fornes,32V,"7010739","565086",30.06.2022,juni,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010738","565091",30.06.2022,juni,"2022",Forn,stad3,"0"
Melhus,Fornes,32V,"7010745","565090",30.06.2022,juni,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010751","565085",30.06.2022,juni,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010756","565086",30.06.2022,juni,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010755","565082",30.06.2022,juni,"2022",Forn,stad3,"4"
Melhus,Fornes,32V,"7010758","565083",30.06.2022,juni,"2022",Forn,stad3,"3"
Melhus,Fornes,32V,"7010756","565081",30.06.2022,juni,"2022",Forn,stad3,"10"
Melhus,Fornes,32V,"7010755","565080",30.06.2022,juni,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010757","565080",30.06.2022,juni,"2022",Forn,stad3,"3"
Melhus,Fornes,32V,"7010759","565081",30.06.2022,juni,"2022",Forn,stad3,"2"
Melhus,Fornes,32V,"7010759","565082",30.06.2022,juni,"2022",Forn,stad3,"6"
Melhus,Fornes,32V,"7010757","565082",30.06.2022,juni,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010756","565083",30.06.2022,juni,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010757","565086",30.06.2022,juni,"2022",Forn,stad3,"8"
Melhus,Fornes,32V,"7010759","565084",30.06.2022,juni,"2022",Forn,stad3,"19"
Melhus,Fornes,32V,"7010759","565083",30.06.2022,juni,"2022",Forn,stad3,"4"
Melhus,Fornes,32V,"7010761","565082",30.06.2022,juni,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010763","565081",30.06.2022,juni,"2022",Forn,stad3,"0"
Melhus,Fornes,32V,"7010763","565083",30.06.2022,juni,"2022",Forn,stad3,"0"
Melhus,Fornes,32V,"7010770","565084",30.06.2022,juni,"2022",Forn,stad3,"0"
Melhus,Fornes,32V,"7010764","565088",30.06.2022,juni,"2022",Forn,stad3,"0"
Melhus,Fornes,32V,"7010750","565075",30.06.2022,juni,"2022",Forn,stad3,"17"
Melhus,Fornes,32V,"7010747","565074",30.06.2022,juni,"2022",Forn,stad3,"11"
Melhus,Fornes,32V,"7010749","565074",30.06.2022,juni,"2022",Forn,stad3,"2"
Melhus,Fornes,32V,"7010738","565072",30.06.2022,juni,"2022",Forn,stad3,"0"
Melhus,Fornes,32V,"7010739","565070",30.06.2022,juni,"2022",Forn,stad3,"0"
Melhus,Fornes,32V,"7010779","565062",30.06.2022,juni,"2022",Forn,stad3,"0"
Melhus,Fornes,32V,"7010793","565053",30.06.2022,juni,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010725","565084",30.06.2022,juni,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010810","565045",10.08.2022,august,"2022",Forn,stad3,"0"
Melhus,Fornes,32V,"7010795","565055",10.08.2022,august,"2022",Forn,stad3,"4"
Melhus,Fornes,32V,"7010780","565062",10.08.2022,august,"2022",Forn,stad3,"0"
Melhus,Fornes,32V,"7010750","565075",10.08.2022,august,"2022",Forn,stad3,"23"
Melhus,Fornes,32V,"7010748","565074",10.08.2022,august,"2022",Forn,stad3,"33"
Melhus,Fornes,32V,"7010758","565077",10.08.2022,august,"2022",Forn,stad3,"0"
Melhus,Fornes,32V,"7010741","565070",10.08.2022,august,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010740","565073",10.08.2022,august,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010763","565081",10.08.2022,august,"2022",Forn,stad3,"2"
Melhus,Fornes,32V,"7010765","565080",10.08.2022,august,"2022",Forn,stad3,"2"
Melhus,Fornes,32V,"7010771","565084",10.08.2022,august,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010769","565086",10.08.2022,august,"2022",Forn,stad3,"7"
Melhus,Fornes,32V,"7010768","565088",10.08.2022,august,"2022",Forn,stad3,"2"
Melhus,Fornes,32V,"7010764","565088",10.08.2022,august,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010756","565086",10.08.2022,august,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010759","565085",10.08.2022,august,"2022",Forn,stad3,"40"
Melhus,Fornes,32V,"7010760","565084",10.08.2022,august,"2022",Forn,stad3,"15"
Melhus,Fornes,32V,"7010761","565083",10.08.2022,august,"2022",Forn,stad3,"11"
Melhus,Fornes,32V,"7010760","565081",10.08.2022,august,"2022",Forn,stad3,"40"
Melhus,Fornes,32V,"7010756","565080",10.08.2022,august,"2022",Forn,stad3,"8"
Melhus,Fornes,32V,"7010758","565080",10.08.2022,august,"2022",Forn,stad3,"16"
Melhus,Fornes,32V,"7010758","565082",10.08.2022,august,"2022",Forn,stad3,"15"
Melhus,Fornes,32V,"7010757","565084",10.08.2022,august,"2022",Forn,stad3,"13"
Melhus,Fornes,32V,"7010754","565086",10.08.2022,august,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010752","565090",10.08.2022,august,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010742","565089",10.08.2022,august,"2022",Forn,stad3,"0"
Melhus,Fornes,32V,"7010739","565091",10.08.2022,august,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010737","565090",10.08.2022,august,"2022",Forn,stad3,"27"
Melhus,Fornes,32V,"7010736","565089",10.08.2022,august,"2022",Forn,stad3,"4"
Melhus,Fornes,32V,"7010732","565090",10.08.2022,august,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010730","565089",10.08.2022,august,"2022",Forn,stad3,"0"
Melhus,Fornes,32V,"7010728","565085",10.08.2022,august,"2022",Forn,stad3,"21"
Melhus,Fornes,32V,"7010727","565088",10.08.2022,august,"2022",Forn,stad3,"21"
Melhus,Fornes,32V,"7010725","565083",10.08.2022,august,"2022",Forn,stad3,"17"
Melhus,Fornes,32V,"7010723","565083",10.08.2022,august,"2022",Forn,stad3,"2"
Melhus,Fornes,32V,"7010719","565083",10.08.2022,august,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010703","565075",10.08.2022,august,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010704","565078",10.08.2022,august,"2022",Forn,stad3,"4"
Melhus,Fornes,32V,"7010706","565080",10.08.2022,august,"2022",Forn,stad3,"7"
Melhus,Fornes,32V,"7010701","565079",10.08.2022,august,"2022",Forn,stad3,"2"
Melhus,Fornes,32V,"7010695","565069",10.08.2022,august,"2022",Forn,stad3,"2"
